age,account_age_days,customer_segment,country,platform,device_type,payment_method,product_category,avg_order_value_usd,is_high_value_item,discount_used,order_date,return_date,days_to_return,return_reason,shipping_carrier,multiple_accounts_flag,wishlist_to_cart_time_hrs,total_returns_lifetime,total_orders_lifetime,return_rate_pct,customer_support_contacts,previous_dispute_count,refund_amount_requested_usd,customer_return_count_prior,returns_last_30d_prior,returns_last_90d_prior,total_returns_lifetime_prior,abuse_label
68,1587,Gold,US,Mobile App,MacBook,Debit Card,Electronics,93.33,0,0,2022-05-19,2022-05-22,3,Changed Mind,DHL,0,2.5,25,37,67.6,1,0,93.03,0,0,0,0,2
60,149,Silver,BR,Web Browser,Android,Buy Now Pay Later,Clothing,224.94,1,0,2022-05-22,2022-06-18,27,Not As Described,DHL,0,18.9,0,22,0.0,1,0,180.44,0,0,0,0,0
37,2475,Bronze,DE,Tablet App,MacBook,Credit Card,Home & Kitchen,255.97,1,1,2023-01-04,2023-02-03,30,Item Not Received,OnTrac,0,68.9,0,2,0.0,1,1,237.37,0,0,0,0,0
55,1006,Silver,CA,Mobile App,iPad,Debit Card,Sports,91.07,0,0,2022-06-16,2022-07-15,29,Changed Mind,OnTrac,0,33.9,3,26,11.5,0,1,84.96,0,0,0,0,0
51,972,Bronze,GB,Mobile App,iPad,Debit Card,Sports,131.31,0,0,2023-08-01,2023-08-03,2,Defective/Broken,USPS,0,52.3,0,7,0.0,0,0,124.26,0,0,0,0,0
43,2175,Silver,US,Web Browser,Windows PC,Credit Card,Grocery,296.41,1,0,2022-10-28,2022-11-16,19,Defective/Broken,DHL,0,19.3,1,17,5.9,0,1,264.2,0,0,0,0,0
25,988,New,US,Tablet App,Windows PC,PayPal,Jewelry,38.21,0,1,2022-07-21,2022-08-20,30,Too Large,DHL,0,32.8,3,24,12.5,0,0,37.97,0,0,0,0,0
59,478,New,US,Mobile App,iPhone,Credit Card,Shoes,231.16,1,0,2022-10-16,2022-11-01,16,Too Large,UPS,0,58.1,0,27,0.0,0,1,221.51,0,0,0,0,0
48,350,Platinum,CA,Web Browser,Windows PC,Gift Card,Jewelry,738.59,1,1,2023-09-25,2023-09-26,1,Quality Issue,OnTrac,0,0.8,21,34,61.8,6,5,718.94,0,0,0,0,2
58,13,Bronze,US,Web Browser,Android,Credit Card,Books,83.4,0,0,2022-03-11,2022-03-21,10,Defective/Broken,OnTrac,0,71.8,3,30,10.0,1,0,81.59,0,0,0,0,0
35,284,Gold,CA,Web Browser,MacBook,Credit Card,Beauty,199.44,0,0,2023-10-19,2023-11-15,27,Wrong Item Sent,DHL,0,50.6,1,63,1.6,1,0,181.04,0,0,0,0,0
29,2213,Silver,CA,Tablet App,iPhone,Credit Card,Tools,204.71,1,1,2022-04-03,2022-04-08,5,Wrong Item Sent,DHL,0,2.3,10,17,58.8,3,0,201.15,0,0,0,0,2
43,1505,Platinum,BR,Web Browser,MacBook,Credit Card,Clothing,198.81,0,0,2022-05-01,2022-05-28,27,Item Not Received,FedEx,0,47.9,19,35,54.3,5,5,190.44,0,0,0,0,1
61,1708,Silver,FR,Mobile App,MacBook,Buy Now Pay Later,Clothing,697.14,1,1,2023-10-20,2023-10-25,5,Gift Duplicate,USPS,0,5.0,16,25,64.0,3,2,669.81,0,0,0,0,2
25,1659,Gold,BR,Mobile App,Windows PC,Credit Card,Home & Kitchen,135.83,0,0,2022-11-06,2022-12-06,30,Not As Described,DHL,0,22.6,1,23,4.3,1,0,119.07,0,0,0,0,0
22,1852,Bronze,US,Web Browser,Android,Credit Card,Grocery,284.27,1,0,2023-01-05,2023-01-20,15,Wrong Item Sent,DHL,0,24.9,10,79,12.7,1,0,267.84,0,0,0,0,0
34,1376,Gold,AU,Tablet App,Windows PC,Credit Card,Electronics,237.59,1,0,2023-01-16,2023-01-26,10,Not As Described,FedEx,0,47.6,1,15,6.7,1,0,209.35,1,1,1,1,0
56,2192,New,BR,Web Browser,MacBook,Credit Card,Beauty,26.51,0,0,2023-03-13,2023-03-15,2,Too Small,USPS,0,34.2,1,38,2.6,0,0,25.13,0,0,0,0,0
19,751,Bronze,US,Web Browser,Windows PC,Credit Card,Home & Kitchen,94.23,0,1,2022-09-11,2022-10-06,25,Too Large,DHL,0,30.7,2,64,3.1,1,1,92.84,0,0,0,0,0
33,1703,New,US,Web Browser,Android,Debit Card,Electronics,15.97,0,0,2023-09-28,2023-10-16,18,Changed Mind,FedEx,0,67.3,2,79,2.5,0,1,15.34,0,0,0,0,0
35,244,Platinum,FR,Tablet App,Android,Credit Card,Clothing,128.11,0,0,2022-03-09,2022-03-16,7,Too Large,USPS,0,17.8,1,24,4.2,0,0,118.79,0,0,0,0,0
21,1331,New,AU,Web Browser,Android,Credit Card,Toys,263.78,1,0,2022-05-24,2022-06-13,20,Found Better Price,OnTrac,0,4.6,5,40,12.5,0,0,260.39,0,0,0,0,0
50,2377,Silver,US,Tablet App,Windows PC,Buy Now Pay Later,Home & Kitchen,118.13,0,0,2023-03-29,2023-04-17,19,Too Large,UPS,1,63.9,33,61,54.1,6,3,107.66,0,0,0,0,1
54,464,New,CA,Mobile App,iPhone,Debit Card,Electronics,42.63,0,0,2022-03-10,2022-04-08,29,Accidental Order,USPS,0,24.6,1,17,5.9,1,0,36.37,0,0,0,0,0
39,928,Silver,US,Tablet App,Android,PayPal,Sports,38.75,0,0,2022-08-31,2022-09-21,21,Not As Described,USPS,0,44.2,0,1,0.0,0,0,32.45,0,0,0,0,0
29,1073,Silver,CA,Tablet App,MacBook,Gift Card,Beauty,427.43,1,0,2023-01-07,2023-02-18,42,Wrong Item Sent,OnTrac,0,1.4,18,37,48.6,1,4,418.24,0,0,0,0,3
54,89,New,IN,Mobile App,Windows PC,Debit Card,Beauty,97.64,0,0,2023-10-18,2023-10-26,8,Not As Described,DHL,0,5.3,0,11,0.0,0,0,81.97,0,0,0,0,0
18,808,Silver,DE,Web Browser,iPhone,PayPal,Toys,244.24,1,0,2023-10-19,2023-11-06,18,Changed Mind,OnTrac,0,33.9,1,56,1.8,1,0,221.38,0,0,0,0,0
68,2253,New,US,Mobile App,MacBook,Credit Card,Books,128.34,0,1,2022-07-31,2022-08-08,8,Defective/Broken,USPS,0,39.2,0,28,0.0,1,1,110.36,0,0,0,0,0
33,2032,New,BR,Tablet App,iPad,Crypto,Toys,274.57,1,0,2023-10-17,2023-10-20,3,Not As Described,OnTrac,0,3.8,0,5,0.0,0,1,268.86,0,0,0,0,0
45,1407,Bronze,DE,Web Browser,iPad,Credit Card,Furniture,215.6,1,0,2023-07-04,2023-07-05,1,Wrong Item Sent,OnTrac,0,4.4,2,33,6.1,1,0,213.9,0,0,0,0,0
45,1418,Silver,GB,Mobile App,iPhone,PayPal,Jewelry,34.91,0,0,2023-08-31,2023-09-17,17,Defective/Broken,FedEx,0,16.7,0,3,0.0,0,0,28.05,0,0,0,0,0
30,1910,Silver,GB,Mobile App,Windows PC,Credit Card,Beauty,252.85,1,0,2022-04-26,2022-05-26,30,Too Small,UPS,0,47.5,1,13,7.7,0,1,224.0,0,0,0,0,0
38,2470,Gold,US,Web Browser,Windows PC,Credit Card,Beauty,137.28,0,0,2022-01-19,2022-02-07,19,Found Better Price,FedEx,0,21.9,80,104,76.9,3,0,125.12,0,0,0,0,1
70,977,New,US,Web Browser,iPhone,Debit Card,Clothing,93.43,0,0,2023-04-05,2023-04-21,16,Defective/Broken,OnTrac,0,60.5,3,45,6.7,0,1,87.39,0,0,0,0,0
64,2345,Bronze,US,Mobile App,MacBook,Credit Card,Shoes,248.85,1,1,2022-12-21,2023-01-16,26,Changed Mind,UPS,0,32.0,2,64,3.1,0,0,209.49,0,0,0,0,0
21,1753,Gold,DE,Mobile App,Windows PC,Credit Card,Home & Kitchen,143.47,0,0,2023-09-11,2023-09-27,16,Too Small,FedEx,0,59.7,2,31,6.5,0,0,115.53,0,0,0,0,0
30,501,Bronze,AU,Mobile App,MacBook,Credit Card,Beauty,69.35,0,0,2023-08-25,2023-09-18,24,Gift Duplicate,DHL,0,25.2,1,40,2.5,1,1,62.98,0,0,0,0,0
59,2389,Bronze,AU,Mobile App,iPhone,Gift Card,Sports,102.77,0,0,2022-08-27,2022-09-10,14,Not As Described,DHL,0,26.4,2,29,6.9,1,1,89.75,0,0,0,0,0
33,2474,Bronze,DE,Mobile App,Windows PC,Credit Card,Toys,163.05,0,1,2022-04-28,2022-05-27,29,Arrived Late,OnTrac,0,36.5,2,24,8.3,1,0,161.2,0,0,0,0,0
64,1648,Gold,FR,Mobile App,iPhone,Credit Card,Clothing,122.29,0,0,2023-04-01,2023-04-27,26,Accidental Order,UPS,0,57.7,1,64,1.6,0,1,118.98,0,0,0,0,0
60,583,Silver,BR,Mobile App,Windows PC,Gift Card,Shoes,64.19,0,1,2022-02-09,2022-03-23,42,Changed Mind,UPS,0,2.5,11,35,31.4,4,0,62.38,0,0,0,0,3
68,2388,Bronze,FR,Tablet App,Android,Debit Card,Electronics,65.83,0,1,2023-09-06,2023-09-08,2,Accidental Order,DHL,0,31.2,45,65,69.2,3,3,63.18,0,0,0,0,1
27,2,Silver,GB,Mobile App,Android,Gift Card,Clothing,597.91,1,0,2023-10-27,2023-10-31,4,Found Better Price,DHL,1,4.9,11,21,52.4,6,2,594.75,0,0,0,0,2
46,1012,Bronze,US,Tablet App,Windows PC,Gift Card,Beauty,25.83,0,1,2023-03-15,2023-04-06,22,Defective/Broken,USPS,1,59.3,8,15,53.3,1,5,24.61,0,0,0,0,1
52,354,Bronze,US,Tablet App,iPad,Debit Card,Electronics,61.32,0,0,2023-08-18,2023-09-16,29,Not As Described,OnTrac,0,32.4,3,67,4.5,0,0,54.5,0,0,0,0,0
57,2425,New,FR,Mobile App,iPad,Credit Card,Clothing,85.72,0,0,2023-10-16,2023-10-20,4,Defective/Broken,USPS,0,54.9,0,6,0.0,0,0,69.29,0,0,0,0,0
57,1333,Gold,AU,Web Browser,Windows PC,Credit Card,Tools,137.53,0,1,2022-07-09,2022-07-20,11,Item Not Received,UPS,0,40.6,2,19,10.5,1,1,131.09,0,0,0,0,0
48,1809,New,FR,Web Browser,iPhone,Credit Card,Shoes,233.71,1,0,2022-09-05,2022-09-29,24,Defective/Broken,FedEx,0,21.8,0,41,0.0,1,1,188.35,0,0,0,0,0
31,451,Gold,US,Mobile App,iPhone,Debit Card,Sports,628.85,1,0,2022-03-08,2022-03-12,4,Changed Mind,UPS,1,0.5,29,48,60.4,3,2,624.3,0,0,0,0,2
37,2416,Bronze,AU,Web Browser,iPhone,PayPal,Electronics,224.82,1,0,2022-11-16,2022-12-04,18,Changed Mind,OnTrac,0,35.6,7,63,11.1,1,1,197.87,0,0,0,0,0
60,726,New,US,Tablet App,Android,Gift Card,Sports,190.2,0,0,2022-08-03,2022-08-13,10,Defective/Broken,UPS,0,49.2,2,62,3.2,0,0,176.97,0,0,0,0,0
23,566,New,BR,Web Browser,Android,Debit Card,Tools,39.46,0,0,2023-01-05,2023-01-23,18,Too Small,OnTrac,0,19.3,1,79,1.3,1,0,38.11,0,0,0,0,0
32,882,Gold,AU,Web Browser,MacBook,Debit Card,Beauty,444.75,1,0,2022-05-18,2022-05-21,3,Too Small,OnTrac,1,3.0,20,30,66.7,2,1,463.4,0,0,0,0,2
57,2007,New,US,Web Browser,Android,Debit Card,Home & Kitchen,52.72,0,0,2023-04-29,2023-05-15,16,Defective/Broken,UPS,0,38.8,3,37,8.1,1,1,51.6,0,0,0,0,0
55,1700,Bronze,US,Tablet App,MacBook,Debit Card,Clothing,372.27,1,1,2023-11-24,2024-01-04,41,Arrived Late,UPS,0,3.9,13,31,41.9,2,3,363.77,0,0,0,0,3
31,2364,Silver,FR,Mobile App,Android,Credit Card,Home & Kitchen,284.64,1,0,2022-11-30,2022-12-12,12,Too Small,OnTrac,0,52.2,2,34,5.9,1,0,243.58,0,0,0,0,0
33,2289,Gold,US,Web Browser,Windows PC,Debit Card,Toys,28.67,0,0,2022-12-10,2022-12-27,17,Quality Issue,UPS,0,17.4,1,22,4.5,0,1,25.17,0,0,0,0,0
43,2419,New,US,Tablet App,iPhone,Debit Card,Beauty,129.19,0,0,2022-05-23,2022-05-27,4,Too Small,DHL,0,44.9,1,46,2.2,0,0,119.78,0,0,0,0,0
47,1172,Silver,AU,Mobile App,iPad,PayPal,Clothing,185.33,0,1,2022-04-03,2022-04-21,18,Item Not Received,UPS,0,54.8,57,86,66.3,4,4,179.63,0,0,0,0,1
51,1928,New,US,Mobile App,iPhone,Debit Card,Clothing,162.98,0,0,2022-01-17,2022-02-07,21,Too Small,OnTrac,0,60.2,1,39,2.6,1,1,155.79,0,0,0,0,0
21,1745,Gold,FR,Tablet App,Windows PC,Credit Card,Shoes,152.2,0,0,2022-10-13,2022-11-12,30,Not As Described,USPS,0,34.7,0,20,0.0,0,0,146.12,0,0,0,0,0
53,1734,Bronze,FR,Tablet App,Android,Debit Card,Toys,57.99,0,1,2022-11-21,2022-12-19,28,Quality Issue,OnTrac,0,39.5,27,45,60.0,3,1,53.49,0,0,0,0,1
26,2118,Silver,US,Web Browser,MacBook,Buy Now Pay Later,Toys,270.8,1,0,2023-01-01,2023-01-21,20,Wrong Item Sent,FedEx,0,49.0,4,36,11.1,1,0,234.98,0,0,0,0,0
67,613,Gold,GB,Web Browser,Android,PayPal,Shoes,148.82,0,0,2023-03-24,2023-04-15,22,Too Large,USPS,0,41.6,0,5,0.0,0,0,137.46,0,0,0,0,0
36,2019,Gold,CA,Web Browser,MacBook,Buy Now Pay Later,Clothing,644.85,1,1,2023-06-22,2023-06-27,5,Too Small,OnTrac,0,1.6,18,45,40.0,2,2,629.51,0,0,0,0,2
55,485,Platinum,US,Web Browser,MacBook,Buy Now Pay Later,Home & Kitchen,200.12,1,0,2023-01-02,2023-01-05,3,Wrong Item Sent,DHL,0,1.6,20,37,54.1,4,5,206.41,0,0,0,0,2
21,1771,Silver,US,Web Browser,iPad,Debit Card,Electronics,80.77,0,0,2022-08-07,2022-08-11,4,Item Not Received,USPS,0,1.1,22,34,64.7,1,3,77.48,0,0,0,0,2
56,942,Bronze,FR,Mobile App,MacBook,Debit Card,Shoes,119.72,0,0,2023-04-14,2023-04-24,10,Too Small,OnTrac,0,58.6,0,11,0.0,0,0,107.76,0,0,0,0,0
26,2273,New,US,Mobile App,iPad,Credit Card,Shoes,145.04,0,1,2023-01-19,2023-02-04,16,Not As Described,USPS,0,57.1,4,73,5.5,1,1,124.06,0,0,0,0,0
57,2029,Platinum,IN,Mobile App,iPhone,Gift Card,Home & Kitchen,724.02,1,1,2023-04-20,2023-04-25,5,Quality Issue,USPS,0,1.1,22,34,64.7,5,5,704.78,0,0,0,0,2
47,799,Gold,US,Mobile App,Windows PC,Buy Now Pay Later,Beauty,244.04,1,0,2022-04-01,2022-04-03,2,Not As Described,OnTrac,0,3.9,14,25,56.0,6,4,234.96,0,0,0,0,2
38,2472,Gold,BR,Web Browser,iPhone,Credit Card,Clothing,102.0,0,1,2022-01-22,2022-02-21,30,Defective/Broken,UPS,0,43.4,6,60,10.0,1,0,98.51,0,0,0,0,0
18,1438,New,DE,Web Browser,MacBook,PayPal,Furniture,112.69,0,1,2023-06-03,2023-06-24,21,Arrived Late,DHL,0,50.1,0,35,0.0,0,0,98.32,0,0,0,0,0
39,2404,Silver,FR,Mobile App,iPhone,Debit Card,Home & Kitchen,254.22,1,1,2023-03-16,2023-03-26,10,Too Small,FedEx,0,17.1,3,31,9.7,0,1,245.22,0,0,0,0,0
69,1950,Gold,CA,Tablet App,Android,Crypto,Beauty,84.63,0,0,2022-04-01,2022-04-23,22,Too Small,DHL,0,30.4,0,29,0.0,1,0,72.92,0,0,0,0,0
48,299,Platinum,US,Tablet App,Android,Credit Card,Toys,111.4,0,0,2023-10-24,2023-10-26,2,Wrong Item Sent,UPS,0,0.3,1,3,33.3,6,1,114.17,0,0,0,0,2
32,1329,Silver,US,Tablet App,iPhone,Credit Card,Clothing,50.98,0,1,2022-03-12,2022-04-17,36,Not As Described,UPS,0,1.7,20,36,55.6,5,1,47.86,0,0,0,0,3
70,409,New,US,Tablet App,iPad,Buy Now Pay Later,Electronics,213.93,1,0,2022-09-10,2022-09-26,16,Not As Described,USPS,0,22.3,7,54,13.0,1,1,204.6,0,0,0,0,0
44,646,Silver,US,Mobile App,Android,PayPal,Clothing,68.43,0,0,2022-04-27,2022-05-25,28,Defective/Broken,UPS,0,18.4,0,20,0.0,1,0,64.08,0,0,0,0,0
24,404,Platinum,CA,Web Browser,iPhone,Debit Card,Electronics,173.25,0,0,2022-02-16,2022-02-20,4,Found Better Price,OnTrac,0,22.7,13,24,54.2,5,1,166.08,0,0,0,0,1
33,652,Bronze,CA,Mobile App,Windows PC,PayPal,Electronics,73.38,0,0,2022-07-05,2022-07-25,20,Wrong Item Sent,UPS,0,67.3,3,25,12.0,0,0,63.73,0,0,0,0,0
60,1035,New,US,Web Browser,Android,PayPal,Sports,247.97,1,0,2022-10-16,2022-10-23,7,Gift Duplicate,USPS,0,22.6,5,46,10.9,1,0,219.8,0,0,0,0,0
48,1705,Bronze,US,Tablet App,Android,PayPal,Tools,147.72,0,0,2022-11-22,2022-11-27,5,Quality Issue,USPS,0,23.3,1,22,4.5,1,1,139.63,0,0,0,0,0
70,1829,Platinum,US,Mobile App,iPad,Debit Card,Shoes,416.32,1,1,2023-02-11,2023-04-05,53,Changed Mind,UPS,0,1.7,10,39,25.6,6,5,378.54,0,0,0,0,3
43,1165,Bronze,IN,Mobile App,iPhone,Credit Card,Grocery,16.7,0,0,2023-02-23,2023-03-01,6,Too Large,FedEx,0,9.2,2,39,5.1,0,0,15.81,0,0,0,0,0
56,1804,Silver,BR,Mobile App,Android,PayPal,Home & Kitchen,120.06,0,0,2023-11-28,2023-12-02,4,Changed Mind,UPS,0,10.5,0,75,0.0,1,1,106.8,0,0,0,0,0
48,157,Gold,US,Mobile App,iPad,Debit Card,Home & Kitchen,539.12,1,0,2023-11-23,2023-11-28,5,Wrong Item Sent,FedEx,0,0.2,28,47,59.6,4,1,520.94,0,0,0,0,2
69,1284,Gold,GB,Tablet App,Windows PC,Debit Card,Beauty,297.16,1,0,2022-01-16,2022-01-18,2,Not As Described,UPS,0,33.6,0,38,0.0,0,0,254.33,0,0,0,0,0
52,667,Gold,US,Tablet App,Android,Credit Card,Sports,119.39,0,1,2023-07-14,2023-08-10,27,Not As Described,OnTrac,0,20.4,0,7,0.0,0,1,96.31,0,0,0,0,0
69,37,Gold,US,Web Browser,Android,Credit Card,Clothing,86.73,0,0,2022-05-26,2022-06-15,20,Quality Issue,FedEx,0,39.2,2,20,10.0,0,0,85.99,0,0,0,0,0
60,1395,Gold,DE,Web Browser,Android,Buy Now Pay Later,Clothing,589.25,1,0,2023-08-15,2023-08-19,4,Quality Issue,USPS,1,4.6,4,10,40.0,2,1,598.11,0,0,0,0,2
58,313,Gold,BR,Mobile App,MacBook,Debit Card,Books,28.73,0,0,2022-06-17,2022-07-06,19,Not As Described,UPS,0,3.8,4,35,11.4,1,0,23.0,0,0,0,0,0
29,19,Bronze,GB,Mobile App,iPad,Gift Card,Grocery,232.03,1,0,2023-06-20,2023-06-29,9,Defective/Broken,USPS,0,35.6,3,31,9.7,0,0,188.38,0,0,0,0,0
50,300,Silver,AU,Mobile App,MacBook,Credit Card,Electronics,254.13,1,0,2022-03-23,2022-03-30,7,Changed Mind,USPS,0,19.9,1,71,1.4,0,0,233.34,0,0,0,0,0
45,542,Silver,FR,Web Browser,MacBook,Debit Card,Home & Kitchen,184.39,0,0,2022-10-07,2022-10-22,15,Changed Mind,FedEx,0,46.5,52,101,51.5,2,5,179.54,0,0,0,0,1
20,547,New,FR,Mobile App,MacBook,Crypto,Clothing,172.93,0,0,2023-01-04,2023-01-28,24,Wrong Item Sent,FedEx,0,19.9,5,49,10.2,0,1,148.75,0,0,0,0,0
24,591,New,CA,Web Browser,Android,Credit Card,Clothing,178.28,0,0,2023-02-15,2023-03-13,26,Gift Duplicate,USPS,0,54.1,9,18,50.0,2,2,174.83,0,0,0,0,1
62,304,Silver,IN,Tablet App,iPhone,Credit Card,Clothing,56.45,0,0,2022-03-07,2022-03-19,12,Found Better Price,FedEx,0,38.0,4,52,7.7,1,0,48.55,0,0,0,0,0
37,2469,New,BR,Web Browser,MacBook,Credit Card,Tools,287.57,1,0,2023-09-27,2023-10-11,14,Defective/Broken,UPS,0,39.6,2,75,2.7,0,0,255.21,0,0,0,0,0
52,2103,Bronze,US,Web Browser,MacBook,Buy Now Pay Later,Grocery,16.33,0,0,2023-06-17,2023-06-22,5,Defective/Broken,OnTrac,0,67.2,10,73,13.7,1,0,14.82,0,0,0,0,0
43,969,Bronze,IN,Web Browser,iPhone,Credit Card,Beauty,47.5,0,1,2023-02-07,2023-02-08,1,Quality Issue,FedEx,1,66.8,65,102,63.7,1,0,45.52,0,0,0,0,1
55,1742,Silver,GB,Mobile App,Android,PayPal,Shoes,286.78,1,0,2023-11-05,2023-11-20,15,Too Large,OnTrac,0,46.1,0,2,0.0,0,0,241.44,0,0,0,0,0
57,432,Silver,US,Tablet App,MacBook,Buy Now Pay Later,Clothing,76.11,0,0,2022-06-01,2022-06-30,29,Not As Described,FedEx,0,65.3,3,67,4.5,1,1,76.01,0,0,0,0,0
27,153,New,AU,Web Browser,iPhone,PayPal,Home & Kitchen,192.3,0,0,2022-09-14,2022-10-13,29,Changed Mind,DHL,0,3.9,0,25,0.0,0,1,182.25,0,0,0,0,0
69,1646,Bronze,FR,Mobile App,MacBook,Buy Now Pay Later,Electronics,162.62,0,0,2022-11-01,2022-11-24,23,Too Large,USPS,0,7.0,4,36,11.1,0,0,137.94,0,0,0,0,0
49,1866,Platinum,CA,Web Browser,Android,Debit Card,Home & Kitchen,177.01,0,0,2022-06-17,2022-07-13,26,Found Better Price,FedEx,0,36.2,4,34,11.8,1,1,161.8,0,0,0,0,0
22,2037,New,DE,Mobile App,Windows PC,Debit Card,Books,269.89,1,0,2023-08-08,2023-08-31,23,Too Large,USPS,0,65.6,1,63,1.6,1,1,236.44,0,0,0,0,0
28,1799,Bronze,US,Mobile App,iPad,Credit Card,Beauty,126.28,0,1,2022-05-09,2022-05-13,4,Wrong Item Sent,DHL,0,2.8,20,35,57.1,1,5,131.48,0,0,0,0,2
47,709,Silver,CA,Mobile App,MacBook,Buy Now Pay Later,Clothing,374.23,1,0,2022-07-22,2022-09-12,52,Wrong Item Sent,USPS,0,0.3,6,11,54.5,6,2,352.1,0,0,0,0,3
22,602,Silver,BR,Web Browser,Windows PC,Debit Card,Beauty,98.46,0,0,2023-10-28,2023-11-18,21,Found Better Price,DHL,0,42.4,27,34,79.4,1,5,91.05,0,0,0,0,1
56,1096,New,FR,Web Browser,iPhone,Debit Card,Toys,33.57,0,1,2023-01-05,2023-01-22,17,Too Small,USPS,0,70.5,0,22,0.0,1,0,27.57,0,0,0,0,0
55,500,New,BR,Mobile App,iPad,Credit Card,Home & Kitchen,198.34,0,0,2022-12-24,2022-12-28,4,Item Not Received,OnTrac,0,4.0,3,9,33.3,6,4,202.12,0,0,0,0,2
60,114,Silver,FR,Tablet App,Android,Credit Card,Books,213.16,1,1,2022-12-19,2022-12-26,7,Quality Issue,FedEx,0,33.2,0,2,0.0,1,0,197.61,0,0,0,0,0
56,1515,Bronze,US,Web Browser,Android,Debit Card,Grocery,293.24,1,0,2022-01-23,2022-01-28,5,Changed Mind,FedEx,0,4.2,0,26,0.0,0,1,235.76,0,0,0,0,0
43,738,New,US,Mobile App,iPad,PayPal,Shoes,33.31,0,1,2023-07-26,2023-08-15,20,Too Large,FedEx,0,19.8,4,59,6.8,1,0,30.52,0,0,0,0,0
40,123,Gold,US,Mobile App,Windows PC,Debit Card,Clothing,165.14,0,0,2022-07-20,2022-08-14,25,Not As Described,USPS,0,46.4,0,23,0.0,1,1,133.99,0,0,0,0,0
61,1013,Silver,GB,Tablet App,Windows PC,Credit Card,Sports,55.21,0,1,2022-10-20,2022-11-17,28,Wrong Item Sent,USPS,0,66.3,1,43,2.3,0,1,44.49,0,0,0,0,0
42,1094,Silver,US,Mobile App,Windows PC,Credit Card,Electronics,186.37,0,1,2022-05-28,2022-06-19,22,Defective/Broken,USPS,0,30.6,8,63,12.7,1,0,168.77,0,0,0,0,0
39,1419,Silver,US,Mobile App,Android,Credit Card,Beauty,190.32,0,1,2023-03-20,2023-04-16,27,Arrived Late,DHL,0,44.7,9,13,69.2,5,2,184.01,0,0,0,0,1
30,1328,New,US,Web Browser,MacBook,Buy Now Pay Later,Clothing,122.73,0,0,2023-11-14,2023-11-30,16,Changed Mind,UPS,0,6.5,68,117,58.1,3,3,119.46,0,0,0,0,1
68,1704,Silver,US,Web Browser,MacBook,PayPal,Electronics,88.07,0,0,2022-07-04,2022-07-05,1,Found Better Price,USPS,1,58.0,39,51,76.5,3,5,87.18,0,0,0,0,1
45,2350,Platinum,US,Tablet App,Windows PC,Debit Card,Jewelry,72.98,0,0,2022-10-04,2022-10-12,8,Too Small,UPS,0,36.9,4,71,5.6,1,0,65.95,1,0,0,1,0
34,497,Gold,IN,Mobile App,Windows PC,PayPal,Beauty,274.34,1,0,2023-06-30,2023-07-23,23,Too Small,DHL,0,7.6,2,52,3.8,0,1,248.34,0,0,0,0,0
42,56,New,DE,Mobile App,iPhone,Credit Card,Books,105.59,0,0,2023-05-24,2023-06-20,27,Wrong Item Sent,USPS,0,27.7,4,46,8.7,1,0,101.03,0,0,0,0,0
68,1595,New,DE,Tablet App,iPhone,Debit Card,Grocery,707.13,1,0,2022-03-11,2022-03-13,2,Accidental Order,OnTrac,1,3.2,2,3,66.7,1,3,721.91,0,0,0,0,2
48,777,Gold,US,Web Browser,iPad,Credit Card,Sports,49.09,0,1,2023-08-20,2023-09-14,25,Changed Mind,OnTrac,0,22.2,39,82,47.6,1,1,45.04,0,0,0,0,1
59,2113,New,DE,Web Browser,MacBook,Credit Card,Toys,290.81,1,1,2023-08-25,2023-09-19,25,Defective/Broken,OnTrac,0,7.2,7,64,10.9,1,1,277.23,0,0,0,0,0
66,2165,Silver,AU,Web Browser,MacBook,Debit Card,Shoes,23.62,0,0,2022-05-14,2022-06-06,23,Defective/Broken,FedEx,0,51.8,0,4,0.0,0,1,20.46,0,0,0,0,0
42,431,Silver,CA,Web Browser,MacBook,Buy Now Pay Later,Electronics,35.19,0,0,2023-04-05,2023-04-13,8,Changed Mind,OnTrac,0,43.7,1,22,4.5,1,0,28.42,0,0,0,0,0
27,1789,Bronze,IN,Tablet App,Windows PC,Credit Card,Beauty,119.01,0,1,2023-02-11,2023-03-05,22,Too Large,OnTrac,0,53.9,2,73,2.7,1,1,99.66,0,0,0,0,0
63,2483,Bronze,GB,Web Browser,iPhone,Debit Card,Shoes,162.11,0,0,2022-08-27,2022-09-15,19,Defective/Broken,OnTrac,0,24.9,6,47,12.8,0,0,140.84,0,0,0,0,0
48,2140,Gold,US,Mobile App,Android,Debit Card,Home & Kitchen,587.05,1,0,2023-03-13,2023-03-16,3,Item Not Received,OnTrac,1,2.3,6,16,37.5,4,0,558.84,0,0,0,0,2
59,1012,Gold,US,Tablet App,Windows PC,Credit Card,Shoes,159.14,0,0,2023-06-24,2023-07-07,13,Wrong Item Sent,FedEx,0,24.0,7,66,10.6,1,0,133.42,0,0,0,0,0
19,2126,Bronze,DE,Mobile App,iPhone,Credit Card,Books,148.92,0,0,2022-12-19,2022-12-26,7,Not As Described,USPS,0,45.5,9,65,13.8,0,1,138.13,0,0,0,0,0
39,320,Gold,US,Tablet App,Windows PC,Buy Now Pay Later,Beauty,776.79,1,1,2022-05-24,2022-05-25,1,Wrong Item Sent,USPS,0,2.3,14,46,30.4,2,0,814.13,0,0,0,0,2
